YEAR,DOY,WS10M,RH2M,T2M_MAX,T2M_MIN,PRECTOTCORR
1991,350,4.92,86.63,24.13,15.32,0.11
1991,351,3.99,82.55,21.28,14.65,0.12
1991,352,2.99,81.07,23.74,13.64,0.51
1991,353,2.59,85.17,23.0,14.79,0.0
1991,354,2.57,82.83,24.96,14.41,0.0
1991,355,3.08,82.08,25.56,15.32,0.0
1991,356,2.38,82.18,26.63,15.75,0.12
1991,357,2.68,80.27,27.19,15.58,0.07
1991,358,2.62,77.08,26.99,14.66,0.0
1991,359,1.63,71.45,27.44,13.97,0.0
1991,360,2.58,75.31,26.59,14.31,0.0
1991,361,2.32,70.79,27.07,12.48,0.0
1991,362,2.34,72.71,26.36,13.85,0.0
1991,363,2.81,79.36,26.48,15.57,0.22
1991,364,2.29,76.03,27.14,16.0,0.11
1991,365,2.62,79.1,27.23,15.84,0.01
1992,1,2.34,80.5,27.62,16.71,0.07
1992,2,4.5,79.13,25.25,16.02,0.43
1992,3,5.46,79.49,26.92,14.68,0.29
1992,4,4.74,73.31,26.44,12.89,0.12
1992,5,4.28,70.64,26.24,11.69,0.09
1992,6,3.61,62.64,26.96,9.04,0.0
1992,7,3.51,54.49,27.4,8.29,0.0
1992,8,3.23,54.14,27.39,8.01,0.0
1992,9,3.28,59.4,27.23,7.05,0.0
1992,10,3.78,69.82,26.54,10.3,0.0
1992,11,4.01,69.57,26.55,10.94,0.0
1992,12,4.34,72.68,26.18,11.13,0.0
1992,13,4.35,66.42,26.62,10.81,0.0
1992,14,4.15,68.03,27.11,9.36,0.0
1992,15,3.99,69.77,26.95,11.28,0.0
1992,16,4.2,70.38,26.37,11.55,0.0
1992,17,3.66,69.37,27.47,12.0,0.0
1992,18,3.86,69.48,28.51,13.25,0.0
1992,19,3.57,65.34,29.29,13.47,0.0
1992,20,3.5,63.3,27.65,13.11,0.0
1992,21,4.47,63.72,27.36,11.53,0.0
1992,22,4.29,65.85,27.57,12.22,0.0
1992,23,4.18,57.39,28.31,10.99,0.0
1992,24,4.13,64.1,28.29,10.69,0.0
1992,25,4.51,65.14,28.57,11.5,0.0
1992,26,4.9,62.55,28.09,11.21,0.0
1992,27,4.83,64.31,27.0,8.89,0.0
1992,28,4.02,64.33,27.33,9.7,0.0
1992,29,4.4,65.64,27.36,11.78,0.0
1992,30,2.43,66.48,29.03,12.84,0.0
1992,31,2.29,65.33,30.38,14.54,0.0
1992,32,1.83,60.89,30.5,15.3,0.0
1992,33,1.41,55.15,31.23,16.31,0.0
1992,34,2.28,63.6,31.09,15.14,0.0
1992,35,3.78,63.9,30.45,16.58,0.0
1992,36,3.57,63.4,30.63,16.09,0.0
1992,37,3.74,60.28,30.44,16.1,0.0
1992,38,2.29,61.87,30.49,14.81,0.0
1992,39,2.53,57.27,31.99,14.4,0.0
1992,40,1.83,51.38,32.07,15.59,0.0
1992,41,2.61,50.23,32.26,14.69,0.0
1992,42,3.35,57.04,31.42,15.77,0.0
1992,43,2.66,57.14,30.53,14.57,0.0
1992,44,3.14,58.02,31.45,16.24,0.0
1992,45,2.4,53.06,32.89,14.39,0.0
1992,46,2.48,46.44,33.35,14.53,0.0
1992,47,2.21,44.66,33.7,16.48,0.0
1992,48,1.98,41.77,34.06,14.54,0.0
1992,49,1.69,39.55,34.19,14.44,0.0
1992,50,2.51,42.18,33.92,16.77,0.0
1992,51,1.05,47.12,33.31,19.22,0.0
1992,52,2.69,47.87,32.91,18.14,0.0
1992,53,3.2,49.97,32.95,17.66,0.0
1992,54,2.21,47.36,33.01,18.13,0.0
1992,55,3.58,47.35,34.26,17.0,0.0
1992,56,3.44,53.82,31.58,16.93,0.0
1992,57,4.2,47.99,32.66,16.4,0.0
1992,58,4.02,46.69,33.32,14.46,0.0
1992,59,3.06,45.19,34.08,14.36,0.0
1992,60,3.96,37.26,35.68,14.53,0.0
1992,61,3.99,32.96,36.12,15.3,0.0
1992,62,3.33,26.64,36.73,17.46,0.0
1992,63,3.17,28.15,37.0,16.37,0.0
1992,64,3.2,26.45,36.44,16.4,0.0
1992,65,4.06,23.57,37.04,16.16,0.0
1992,66,3.57,24.0,36.46,15.22,0.0
1992,67,3.68,20.82,37.08,15.9,0.0
1992,68,3.17,18.13,36.31,15.96,0.0
1992,69,3.01,23.55,35.42,15.35,0.0
1992,70,3.42,20.64,35.5,15.24,0.0
1992,71,3.96,22.75,36.16,15.18,0.0
1992,72,5.05,29.4,36.25,16.18,0.0
1992,73,4.69,33.57,35.28,16.27,0.0
1992,74,4.76,28.53,35.79,14.35,0.0
1992,75,3.96,24.01,36.36,13.93,0.0
1992,76,3.6,30.34,37.36,14.77,0.0
1992,77,3.28,29.21,37.69,15.88,0.0
1992,78,2.84,28.65,37.87,16.84,0.0
1992,79,4.13,30.21,38.34,17.93,0.0
1992,80,4.34,29.44,37.27,17.22,0.0
1992,81,4.5,28.19,36.81,16.48,0.0
1992,82,4.37,28.79,37.0,16.55,0.0
1992,83,3.83,20.27,37.93,18.97,0.0
1992,84,3.96,28.37,38.35,15.99,0.0
1992,85,3.34,33.96,38.5,17.16,0.0
1992,86,4.51,37.42,38.45,17.41,0.0
1992,87,4.56,34.46,37.46,18.22,0.0
1992,88,4.14,27.62,38.08,19.25,0.0
1992,89,4.1,23.12,38.33,19.07,0.0
1992,90,3.88,26.76,38.17,18.28,0.0
1992,91,3.2,27.4,37.54,19.47,0.0
1992,92,4.7,30.25,36.93,18.51,0.0
1992,93,4.48,33.91,37.34,17.14,0.0
1992,94,3.86,28.12,37.11,16.81,0.0
1992,95,2.6,29.23,37.47,18.28,0.0
1992,96,2.37,26.08,37.88,19.96,0.0
1992,97,2.63,21.9,39.31,20.01,0.0
1992,98,3.28,28.87,39.69,22.99,0.0
1992,99,3.47,29.51,39.48,23.27,0.0
1992,100,4.52,31.6,39.85,23.24,0.0
1992,101,4.05,32.67,38.65,22.16,0.0
1992,102,3.56,30.42,38.22,21.17,0.0
1992,103,4.37,28.2,38.54,19.36,0.0
1992,104,5.01,32.57,37.23,18.72,0.0
1992,105,4.75,31.21,37.94,18.08,0.0
1992,106,3.28,35.3,38.79,17.96,0.0
1992,107,3.89,42.38,38.76,21.23,0.0
1992,108,3.86,45.74,37.92,23.1,0.0
1992,109,2.47,44.76,35.64,23.36,1.38
1992,110,2.66,36.68,38.21,22.16,0.74
1992,111,4.4,39.0,38.66,21.54,0.0
1992,112,3.71,32.34,38.57,21.21,0.01
1992,113,3.92,28.62,38.93,21.79,0.0
1992,114,2.88,35.99,38.77,21.58,0.0
1992,115,3.49,50.24,36.99,22.2,0.47
1992,116,4.59,46.68,37.28,23.09,0.96
1992,117,3.45,49.59,34.66,22.39,3.54
1992,118,2.98,44.65,35.43,21.11,0.6
1992,119,2.27,42.1,36.42,20.54,5.57
1992,120,3.49,40.62,36.8,20.28,0.05
1992,121,3.49,36.84,37.57,20.2,0.0
1992,122,3.47,37.05,38.45,20.89,0.0
1992,123,1.86,41.35,36.58,22.54,0.0
1992,124,2.56,52.01,35.03,23.09,3.33
1992,125,2.34,51.64,35.26,23.31,0.3
1992,126,1.79,60.69,32.57,23.38,11.59
1992,127,2.35,58.83,34.35,20.91,0.28
1992,128,2.26,58.41,34.83,21.24,0.37
1992,129,2.3,55.17,35.73,21.43,0.51
1992,130,1.81,53.38,35.71,22.9,1.95
1992,131,2.29,52.54,36.72,22.12,1.03
1992,132,2.01,53.0,35.06,23.0,9.21
1992,133,3.48,50.67,35.96,20.79,0.72
1992,134,3.87,52.27,36.29,19.83,0.12
1992,135,3.34,56.65,32.12,21.64,0.16
1992,136,2.93,53.93,33.8,20.35,0.65
1992,137,3.91,62.86,35.13,20.86,2.77
1992,138,5.09,64.17,34.25,21.28,0.55
1992,139,3.35,71.39,29.92,22.19,1.4
1992,140,3.08,73.93,30.39,21.6,10.58
1992,141,4.93,58.67,35.25,20.03,0.95
1992,142,4.4,52.92,35.89,18.48,0.02
1992,143,3.76,53.97,36.74,19.79,0.0
1992,144,5.37,54.17,37.36,22.11,0.0
1992,145,5.84,54.44,37.39,22.48,0.01
1992,146,5.48,52.48,37.88,21.41,0.25
1992,147,4.8,53.19,37.02,20.65,0.52
1992,148,3.3,59.1,36.45,21.45,0.17
1992,149,3.12,70.32,29.38,22.97,15.44
1992,150,2.53,68.01,33.14,20.25,0.37
1992,151,2.3,66.07,32.94,21.59,6.59
1992,152,3.56,72.12,29.78,21.66,2.69
1992,153,2.07,71.49,31.24,20.6,14.66
1992,154,2.11,69.49,30.69,21.38,0.2
1992,155,2.19,66.58,32.79,20.8,17.03
1992,156,2.77,65.46,33.43,21.24,0.55
1992,157,3.66,76.02,28.73,20.69,36.43
1992,158,3.04,80.33,28.04,21.02,3.18
1992,159,2.95,72.46,31.31,21.06,0.18
1992,160,3.5,72.02,32.35,21.36,10.57
1992,161,2.57,72.04,32.3,21.34,10.71
1992,162,2.81,74.17,29.83,21.53,1.11
1992,163,2.28,77.06,30.25,20.64,23.12
1992,164,2.79,72.99,31.01,20.08,0.6
1992,165,3.98,72.31,31.44,20.3,0.22
1992,166,7.08,78.4,29.8,20.78,0.19
1992,167,6.76,77.42,29.84,20.34,0.58
1992,168,9.11,80.8,25.91,21.16,0.74
1992,169,7.26,81.46,27.05,20.88,0.69
1992,170,7.52,83.82,27.03,19.79,0.82
1992,171,9.74,80.26,27.52,21.28,0.11
1992,172,9.64,80.41,26.96,20.02,0.81
1992,173,9.3,76.9,27.07,19.36,10.24
1992,174,9.12,76.73,27.99,19.09,2.21
1992,175,8.14,75.72,29.96,20.1,0.95
1992,176,6.89,73.55,29.53,20.15,0.33
1992,177,5.88,74.49,29.99,19.24,2.13
1992,178,6.35,72.65,30.38,19.47,0.1
1992,179,6.58,76.87,28.38,19.77,0.5
1992,180,6.38,77.61,27.94,19.98,0.51
1992,181,6.3,78.55,28.27,20.4,2.17
1992,182,6.28,78.01,28.52,20.06,0.34
1992,183,6.54,79.65,28.15,20.15,9.19
1992,184,5.83,78.46,28.0,19.63,1.11
1992,185,4.93,74.6,29.78,20.29,1.33
1992,186,4.46,79.64,28.13,20.28,22.85
1992,187,4.06,80.2,27.69,20.34,1.26
1992,188,3.48,83.69,26.04,20.54,0.34
1992,189,3.47,86.13,25.34,20.56,25.58
1992,190,4.74,85.43,25.08,19.64,1.72
1992,191,4.47,81.65,26.03,18.81,0.44
1992,192,4.06,83.91,25.56,18.64,0.0
1992,193,4.26,82.83,26.18,19.37,0.0
1992,194,3.41,83.02,26.86,18.93,1.11
1992,195,4.21,82.09,27.74,19.15,0.94
1992,196,4.4,84.9,27.63,20.19,2.39
1992,197,4.87,82.33,26.26,19.59,1.49
1992,198,5.46,85.42,24.97,18.8,0.66
1992,199,6.7,83.62,25.17,17.77,0.44
1992,200,7.64,80.82,26.04,18.67,3.44
1992,201,8.54,78.89,27.84,19.2,0.36
1992,202,7.39,82.54,27.08,19.11,0.87
1992,203,6.52,84.73,25.0,19.22,0.29
1992,204,5.71,81.94,26.59,18.83,0.3
1992,205,6.39,77.28,27.84,18.43,0.2
1992,206,7.69,80.3,26.25,18.73,2.67
1992,207,8.94,77.81,27.58,18.55,0.41
1992,208,9.84,78.61,27.32,18.67,0.17
1992,209,10.29,77.26,28.01,19.94,0.42
1992,210,9.0,76.9,28.57,19.83,1.78
1992,211,6.99,77.48,29.21,19.64,0.38
1992,212,6.06,77.87,27.57,19.46,0.18
1992,213,5.57,82.52,26.66,19.42,6.94
1992,214,6.73,77.3,28.69,18.86,1.73
1992,215,6.88,76.58,28.01,18.98,0.52
1992,216,5.98,79.15,28.6,18.42,7.87
1992,217,4.16,81.82,27.91,18.98,4.03
1992,218,2.42,78.68,26.35,19.23,0.55
1992,219,1.92,80.87,27.28,19.32,9.22
1992,220,2.22,78.63,29.09,19.09,5.37
1992,221,2.84,84.42,26.88,20.3,3.98
1992,222,5.58,83.42,27.09,20.24,0.38
1992,223,5.75,82.15,26.34,19.65,2.64
1992,224,7.13,82.11,26.71,18.98,9.45
1992,225,7.51,83.23,25.07,19.11,8.51
1992,226,8.04,82.88,24.99,18.47,0.49
1992,227,7.73,79.31,27.6,18.42,0.32
1992,228,8.15,79.67,26.9,18.95,1.51
1992,229,8.74,78.35,28.48,18.58,0.38
1992,230,8.64,78.14,28.62,18.07,0.38
1992,231,8.42,80.27,26.7,18.62,0.88
1992,232,7.27,79.22,28.42,18.29,0.7
1992,233,7.04,78.87,29.09,19.4,2.17
1992,234,6.51,81.77,27.39,19.23,10.28
1992,235,6.05,79.0,29.0,18.32,1.31
1992,236,5.26,77.54,29.53,18.52,2.77
1992,237,4.63,76.89,30.16,17.95,3.56
1992,238,4.78,77.83,28.71,19.15,0.36
1992,239,5.18,76.06,29.32,18.67,0.3
1992,240,6.18,76.44,28.33,19.12,0.11
1992,241,6.62,76.55,29.05,19.15,0.5
1992,242,6.26,78.36,28.89,19.59,2.26
1992,243,5.41,82.72,26.61,19.2,6.73
1992,244,6.18,79.53,28.09,18.88,2.62
1992,245,6.34,80.6,27.81,19.44,2.93
1992,246,6.51,79.44,28.48,19.0,5.91
1992,247,5.92,79.85,28.37,18.99,0.57
1992,248,6.13,77.94,28.6,19.12,0.29
1992,249,5.88,78.4,28.76,18.81,0.28
1992,250,5.82,80.99,27.33,19.63,1.69
1992,251,6.44,81.34,26.29,19.28,0.5
1992,252,6.3,79.26,28.02,18.82,0.43
1992,253,5.29,79.41,27.25,18.8,0.48
1992,254,4.43,77.29,28.46,18.52,0.27
1992,255,4.08,72.26,30.5,18.05,0.04
1992,256,3.9,72.35,28.54,18.91,0.04
1992,257,3.45,74.2,28.06,18.46,0.46
1992,258,3.0,71.4,30.54,18.31,0.57
1992,259,2.49,74.92,29.63,18.77,0.32
1992,260,3.13,81.27,26.88,19.47,0.94
1992,261,2.9,81.73,26.73,19.65,11.71
1992,262,1.84,87.16,25.33,19.65,5.07
1992,263,2.36,87.72,25.39,19.26,53.93
1992,264,1.81,82.52,26.24,18.22,18.53
1992,265,2.2,76.65,28.46,19.2,2.24
1992,266,2.31,77.34,28.96,17.67,0.6
1992,267,2.39,76.67,29.07,19.46,1.49
1992,268,1.47,73.74,27.89,19.79,1.59
1992,269,2.49,72.43,28.61,18.67,0.16
1992,270,1.56,73.69,29.33,18.34,0.05
1992,271,2.52,80.13,28.98,18.87,1.42
1992,272,2.11,89.08,24.37,19.68,13.16
1992,273,3.81,89.87,25.58,20.18,6.69
1992,274,2.72,89.86,24.67,19.83,1.22
1992,275,2.34,85.18,27.42,18.65,7.84
1992,276,2.78,80.26,28.15,18.76,1.73
1992,277,2.88,83.86,27.05,18.47,1.72
1992,278,2.46,85.81,26.89,18.76,2.91
1992,279,2.29,85.55,26.68,19.35,4.16
1992,280,2.23,88.69,26.15,18.74,46.14
1992,281,2.33,87.6,26.7,19.95,26.06
1992,282,2.15,88.85,24.68,18.98,5.09
1992,283,2.83,85.28,27.81,18.88,1.93
1992,284,2.76,86.18,26.91,19.83,4.94
1992,285,2.36,90.76,24.25,19.64,1.87
1992,286,2.29,88.42,24.89,18.75,1.04
1992,287,1.85,86.71,26.33,19.24,0.16
1992,288,3.27,86.25,25.94,19.64,3.58
1992,289,3.41,87.53,25.78,18.76,2.39
1992,290,5.61,90.82,22.13,18.72,3.2
1992,291,3.19,82.97,26.07,17.71,3.26
1992,292,2.09,86.59,25.83,16.63,0.78
1992,293,1.45,81.67,26.45,19.06,0.0
1992,294,1.72,71.77,27.82,18.4,0.0
1992,295,2.43,71.66,27.94,16.62,0.0
1992,296,1.28,66.51,28.45,17.71,0.01
1992,297,0.86,67.23,28.68,17.85,0.0
1992,298,1.69,75.91,27.56,18.81,0.74
1992,299,2.28,80.24,27.07,17.95,0.61
1992,300,1.6,79.82,26.49,16.87,0.94
1992,301,2.63,82.8,27.09,17.85,1.42
1992,302,3.04,80.6,26.89,16.92,0.14
1992,303,2.93,81.3,26.95,16.73,0.0
1992,304,2.75,80.04,27.37,16.95,0.01
1992,305,2.35,81.0,27.29,17.89,0.01
1992,306,2.62,77.34,27.88,16.53,0.0
1992,307,3.12,83.1,27.15,18.38,0.31
1992,308,3.84,83.5,26.36,18.6,3.07
1992,309,3.71,82.71,25.72,17.24,1.04
1992,310,3.3,81.85,27.02,16.98,1.17
1992,311,2.98,79.78,27.92,17.32,0.23
1992,312,2.76,76.86,27.21,17.67,0.12
1992,313,4.21,85.84,24.58,19.07,1.62
1992,314,4.72,85.59,23.56,17.54,7.58
1992,315,4.0,82.49,26.79,17.63,2.17
1992,316,3.75,82.05,27.13,15.78,0.37
1992,317,5.1,81.38,27.12,17.24,0.34
1992,318,6.74,82.49,25.98,18.52,1.09
1992,319,6.28,90.42,23.96,18.8,3.88
1992,320,5.48,90.92,24.42,18.81,4.08
1992,321,5.18,90.89,24.95,20.18,9.07
1992,322,4.18,91.8,24.21,19.06,11.93
1992,323,2.28,83.83,26.08,17.3,4.24
1992,324,1.76,83.87,26.98,18.76,2.9
1992,325,2.3,92.48,23.01,19.27,1.11
1992,326,2.9,82.8,27.12,18.16,2.73
1992,327,3.13,87.41,25.4,18.69,1.32
1992,328,3.68,84.58,27.05,18.76,0.13
1992,329,3.21,76.62,27.78,16.84,0.11
1992,330,3.41,74.59,27.42,15.1,0.02
1992,331,3.34,75.87,27.58,14.29,0.0
1992,332,3.82,72.7,26.91,15.72,0.01
1992,333,4.75,78.45,26.91,15.25,0.01
1992,334,4.61,78.45,26.74,16.39,0.25
1992,335,4.11,74.55,27.53,14.78,0.16
1992,336,4.01,72.21,27.46,14.55,0.02
1992,337,4.83,77.53,27.43,12.92,0.0
1992,338,4.67,79.78,27.56,16.0,0.3
1992,339,5.18,81.48,27.23,17.04,0.97
1992,340,4.75,81.79,27.49,16.61,1.21
1992,341,4.92,74.94,26.56,14.84,0.29
1992,342,4.52,74.44,26.31,13.55,0.31
1992,343,4.23,70.98,26.0,12.6,0.13
1992,344,4.54,72.08,25.69,11.08,0.0
1992,345,3.85,72.66,25.75,10.65,0.04
1992,346,3.79,73.45,26.09,12.11,0.0
1992,347,3.36,72.02,27.2,13.41,0.0
1992,348,3.38,73.45,28.35,15.15,0.0
1992,349,3.52,70.02,28.69,15.24,0.0
1992,350,4.25,69.68,28.49,15.26,0.0
1992,351,5.03,72.84,27.73,15.16,0.0
1992,352,4.65,72.21,28.16,14.89,0.0
1992,353,4.72,75.03,27.89,14.1,0.23
1992,354,4.94,77.42,27.2,14.78,0.36
1992,355,5.04,72.17,27.26,14.71,0.32
1992,356,4.89,71.91,27.05,12.51,0.27
1992,357,4.11,69.14,27.49,13.0,0.0
1992,358,4.79,70.06,27.4,12.34,0.0
1992,359,4.52,64.78,27.14,11.59,0.0
1992,360,3.78,66.06,27.19,10.5,0.0
1992,361,3.59,61.8,27.29,9.33,0.0
1992,362,3.71,64.23,27.68,10.58,0.0
1992,363,3.69,67.26,27.52,11.45,0.0
1992,364,3.6,62.29,29.09,12.21,0.0
1992,365,4.55,67.22,27.78,10.64,0.0
1992,366,4.29,66.68,27.65,11.27,0.0
1993,1,4.27,66.51,27.65,11.16,0.0
1993,2,4.15,63.74,26.46,10.8,0.0
1993,3,4.65,65.4,27.01,10.02,0.0
1993,4,4.66,65.38,28.27,12.14,0.0
1993,5,4.86,60.4,28.21,9.58,0.0
1993,6,4.12,52.67,27.23,9.68,0.0
1993,7,3.24,50.22,28.06,12.38,0.0
1993,8,3.44,59.03,30.2,11.74,0.0
1993,9,3.51,61.05,30.61,12.26,0.0
1993,10,3.8,63.35,30.23,12.69,0.0
1993,11,3.6,63.41,30.66,13.83,0.0
1993,12,3.42,58.8,31.26,14.22,0.0
1993,13,3.68,57.06,31.29,12.26,0.0
1993,14,3.54,54.98,31.48,13.81,0.0
1993,15,3.24,57.52,29.89,13.0,0.0
1993,16,3.7,59.12,30.57,13.18,0.0
1993,17,4.29,55.37,29.92,12.99,0.0
1993,18,3.7,52.87,30.38,10.63,0.0
1993,19,3.01,45.56,30.57,11.15,0.0
1993,20,2.37,46.31,31.02,11.97,0.0
1993,21,3.15,54.08,31.33,12.41,0.0
1993,22,4.04,58.61,30.72,15.01,0.0
1993,23,4.06,54.28,31.24,13.52,0.0
1993,24,4.66,54.59,31.18,14.3,0.0
1993,25,4.78,53.12,31.14,14.46,0.0
1993,26,3.94,48.42,32.53,14.22,0.0
1993,27,3.48,47.18,33.28,12.96,0.0
1993,28,3.8,45.37,33.78,13.67,0.0
1993,29,3.88,52.81,33.96,14.47,0.0
1993,30,4.74,55.03,32.41,15.82,0.0
1993,31,5.49,56.37,30.55,13.94,0.0
1993,32,5.46,50.83,30.42,13.09,0.0
1993,33,5.38,54.88,29.99,11.51,0.0
1993,34,5.91,62.03,29.01,13.18,0.0
1993,35,6.29,56.26,29.33,14.68,0.0
1993,36,5.13,53.52,29.89,11.55,0.0
1993,37,4.67,48.89,30.43,11.37,0.0
1993,38,3.52,46.82,31.73,11.83,0.0
1993,39,3.37,46.04,33.32,13.16,0.0
1993,40,3.47,48.64,34.0,13.79,0.0
1993,41,4.0,51.51,32.33,14.51,0.0
1993,42,4.33,51.29,32.24,14.3,0.0
1993,43,4.65,55.24,31.46,15.64,0.51
1993,44,3.61,52.13,31.68,15.31,0.75
1993,45,2.08,48.45,33.94,15.62,0.0
1993,46,2.69,44.28,34.88,15.57,0.0
1993,47,3.08,38.62,35.75,16.95,0.0
1993,48,2.38,31.54,35.61,16.69,0.0
1993,49,2.97,32.84,35.13,17.17,0.0
1993,50,2.02,31.65,35.85,16.71,0.0
1993,51,1.92,25.33,35.52,16.51,0.0
1993,52,2.9,26.52,35.01,17.42,0.0
1993,53,2.92,33.69,34.43,18.61,0.0
1993,54,2.37,48.88,31.29,19.16,0.0
1993,55,4.15,40.26,33.74,14.63,0.37
1993,56,4.35,48.52,33.45,14.71,0.31
1993,57,3.99,48.63,33.04,15.99,0.0
1993,58,2.63,46.22,33.94,16.0,0.0
1993,59,3.09,50.34,31.89,15.79,0.0
1993,60,2.99,60.21,30.51,19.6,7.35
1993,61,3.93,67.7,28.76,19.31,3.79
1993,62,4.63,60.92,31.96,17.87,1.14
1993,63,4.56,54.49,33.05,16.14,1.81
1993,64,4.01,46.43,34.2,14.69,0.0
1993,65,5.35,43.13,34.05,15.56,0.0
1993,66,4.92,45.06,33.96,16.13,0.0
1993,67,4.1,45.18,34.56,16.27,0.0
1993,68,4.1,45.19,34.25,16.63,0.0
1993,69,4.11,41.94,34.61,18.05,0.0
1993,70,3.06,44.03,35.2,15.93,0.1
1993,71,2.84,47.73,34.96,18.93,0.37
1993,72,2.76,40.29,34.93,20.42,0.0
1993,73,2.19,33.57,35.93,21.71,0.0
1993,74,2.76,32.76,35.52,22.94,0.0
1993,75,2.96,33.51,36.65,21.92,0.0
1993,76,4.19,30.93,37.33,21.86,0.0
1993,77,3.68,28.77,37.72,19.18,0.0
1993,78,3.36,29.82,37.05,18.56,0.0
1993,79,2.87,28.5,37.21,18.81,0.0
1993,80,4.3,33.77,36.64,21.74,0.03
1993,81,3.99,40.88,37.08,20.89,0.0
1993,82,2.49,38.97,35.7,22.41,0.0
1993,83,2.43,38.95,35.65,23.54,0.35
1993,84,1.77,39.12,36.88,20.09,2.46
1993,85,1.89,40.81,34.4,22.17,2.19
1993,86,3.1,39.02,35.51,22.53,0.0
1993,87,2.54,30.7,36.95,21.36,0.0
1993,88,3.6,35.61,36.86,19.79,0.0
1993,89,3.78,41.48,35.32,19.89,0.0
1993,90,2.67,41.53,35.14,19.27,0.01
1993,91,1.45,38.13,36.04,20.52,0.01
1993,92,3.44,34.0,36.32,22.46,6.48
1993,93,3.77,38.77,35.12,20.12,0.86
1993,94,4.04,34.49,36.66,17.4,0.0
1993,95,4.5,45.55,37.32,17.32,0.0
1993,96,4.53,47.41,36.4,18.67,0.0
1993,97,3.76,43.06,36.92,20.83,0.0
1993,98,2.81,38.19,37.79,20.34,0.0
1993,99,3.0,38.17,37.61,21.53,0.0
1993,100,4.6,41.42,37.69,23.07,1.99
1993,101,2.0,55.31,33.64,21.33,8.15
1993,102,2.73,45.21,35.89,21.36,0.3
1993,103,2.4,42.39,35.95,20.22,0.14
1993,104,3.41,46.1,35.04,21.42,0.0
1993,105,3.56,49.7,34.25,21.87,0.08
1993,106,4.31,39.86,37.32,21.76,0.08
1993,107,3.26,36.08,37.92,20.51,0.02
1993,108,3.07,41.58,38.4,21.36,10.11
1993,109,2.81,54.25,34.75,21.79,0.19
1993,110,2.4,49.69,34.81,21.87,0.13
1993,111,2.66,42.93,35.92,22.74,0.05
1993,112,3.97,35.78,37.79,21.24,0.0
1993,113,3.69,37.55,38.42,19.81,0.0
1993,114,3.5,37.02,38.71,22.0,0.0
1993,115,4.15,41.31,38.43,21.48,0.01
1993,116,4.54,41.63,38.28,20.97,0.01
1993,117,3.08,35.08,37.29,22.25,0.23
1993,118,1.99,38.61,35.31,23.4,0.0
1993,119,2.72,40.49,36.48,23.43,0.04
1993,120,2.83,47.68,35.59,24.05,0.02
1993,121,2.4,45.01,36.79,23.93,0.0
1993,122,3.56,39.94,37.26,22.75,0.0
1993,123,3.49,44.61,38.31,22.75,0.03
1993,124,2.49,38.75,39.66,23.63,0.0
1993,125,3.81,33.42,40.29,24.11,0.0
1993,126,4.51,36.29,40.59,23.33,0.0
1993,127,3.66,37.15,39.43,22.39,0.0
1993,128,3.45,40.49,38.97,23.67,0.07
1993,129,3.46,52.77,33.78,23.81,5.0
1993,130,2.57,45.79,35.81,23.83,0.5
1993,131,3.24,57.75,33.24,24.03,12.01
1993,132,2.56,61.07,33.84,22.38,0.43
1993,133,2.59,58.67,34.05,21.82,0.02
1993,134,2.73,64.48,31.25,22.22,0.51
1993,135,3.37,61.92,33.11,20.25,0.36
1993,136,2.37,60.4,33.32,20.73,3.78
1993,137,3.1,62.65,32.99,21.23,4.14
1993,138,4.16,71.39,29.95,21.39,6.04
1993,139,2.48,70.8,29.99,20.66,6.92
1993,140,2.59,64.85,32.22,19.42,0.38
1993,141,2.33,59.27,33.11,21.11,0.0
1993,142,1.94,61.13,33.4,21.39,0.65
1993,143,1.78,58.33,34.62,21.38,0.19
1993,144,3.09,56.95,35.6,21.05,1.35
1993,145,4.26,58.94,35.43,21.71,0.8
1993,146,4.29,65.81,34.44,22.91,11.36
1993,147,5.76,79.32,29.8,21.66,24.51
1993,148,5.81,67.12,34.99,20.93,1.4
1993,149,5.69,63.66,34.85,21.42,0.16
1993,150,5.85,55.54,36.55,20.98,0.01
1993,151,5.67,56.77,35.76,19.56,0.0
1993,152,4.85,61.89,34.51,21.91,0.0
1993,153,5.18,71.23,30.71,22.06,0.11
1993,154,4.51,66.62,34.12,21.14,0.24
1993,155,2.46,81.54,26.92,21.69,25.51
1993,156,3.43,74.74,29.77,20.69,4.35
1993,157,4.52,79.72,28.96,20.36,23.18
1993,158,6.03,82.16,27.13,19.78,1.93
1993,159,5.88,76.25,30.27,19.37,9.67
1993,160,5.14,80.09,27.37,19.68,2.52
1993,161,6.0,79.07,27.99,19.81,0.07
1993,162,6.37,77.06,28.42,20.39,0.03
1993,163,6.73,81.73,28.12,20.77,0.02
1993,164,6.83,84.31,25.89,21.27,0.63
1993,165,6.42,82.76,27.07,20.01,25.54
1993,166,7.31,81.93,26.47,18.98,14.64
1993,167,7.57,76.14,27.08,18.75,0.67
1993,168,7.22,77.53,27.52,17.93,0.1
1993,169,8.05,77.79,27.44,19.76,0.17
1993,170,7.73,76.42,26.57,18.72,0.09
1993,171,5.71,78.02,28.46,18.8,0.32
1993,172,6.22,74.73,28.75,19.71,0.0
1993,173,5.95,72.87,29.64,19.36,0.0
1993,174,5.26,79.63,27.78,19.31,0.0
1993,175,6.62,72.77,31.8,19.69,0.01
1993,176,7.56,71.17,31.79,19.42,0.0
